Symbol
NVDA
MSFT
AAPL
AMZN
META
AVGO
GOOGL
GOOG
BRK.B
TSLA
JPM
WMT
LLY
V
ORCL
NFLX
MA
XOM
COST
JNJ
PG
HD
BAC
PLTR
ABBV
KO
PM
UNH
CSCO
IBM
GE
WFC
CVX
TMUS
CRM
ABT
MS
AMD
AXP
LIN
DIS
INTU
GS
MRK
NOW
MCD
T
UBER
TXN
RTX
ISRG
CAT
ACN
BKNG
PEP
VZ
QCOM
BA
BLK
SCHW
SPGI
C
AMGN
TMO
ADBE
AMAT
HON
BSX
NEE
SYK
PGR
GEV
PFE
DHR
UNP
GILD
ETN
TJX
COF
DE
PANW
MU
ANET
CMCSA
CRWD
LRCX
LOW
ADP
KKR
VRTX
KLAC
BX
ADI
COP
APH
MDT
CB
NKE
LMT
SBUX
MMC
ICE
DASH
AMT
INTC
SO
WELL
CEG
CME
PLD
MO
BMY
TT
COIN
FI
DUK
HCA
WM
MCK
RCL
PH
MCO
CDNS
SHW
CTAS
MDLZ
UPS
DELL
TDG
SNPS
ABNB
CVS
MMM
APO
CI
FTNT
AJG
GD
ORLY
EMR
ELV
PNC
AON
MAR
ITW
ECL
CMG
RSG
EQIX
CL
USB
HWM
NOC
PYPL
WMB
ZTS
JCI
MSI
VST
BK
EOG
ADSK
APD
FCX
NEM
CARR
HLT
WDAY
AXON
CSX
AZO
KMI
ROP
REGN
TFC
NSC
NXPI
COR
MNST
TRV
DLR
FDX
PWR
AEP
CHTR
AFL
MPC
SPG
PSX
PAYX
MET
URI
CTVA
PCAR
NDAQ
O
ALL
AMP
TEL
PSA
OKE
GM
BDX
GWW
FAST
SLB
D
SRE
LHX
AIG
F
VLO
HES
TGT
KR
CMI
CPRT
KDP
EW
CCI
GLW
MSCI
OXY
TTWO
KMB
EXC
IDXX
ROST
DHI
VRSK
AME
FIS
YUM
GRMN
CBRE
FANG
PEG
MCHP
KVUE
CTSH
OTIS
CAH
XEL
CCL
BKR
FICO
EA
ROK
PRU
RMD
TRGP
SYY
WAB
ETR
ED
MPWR
BRO
VMC
CSGP
ODFL
IR
EBAY
LVS
VICI
HIG
GEHC
A
MLM
DXCM
LYV
WEC
DAL
EFX
ACGL
EQT
HSY
ANSS
NUE
MTB
XYL
RJF
DD
EXR
KHC
STT
EL
WTW
IT
TSCO
STX
LEN
SMCI
STZ
PCG
NRG
IRM
FITB
HUM
AVB
WBD
VTR
LULU
KEYS
BR
IQV
GIS
AWK
K
HPE
DTE
VRSN
IP
ROL
PPG
SYF
WRB
UAL
ADM
AEE
DOV
HBAN
VLTO
MTD
EQR
DRI
PTC
SBAC
EXE
TYL
PPL
GDDY
DG
NTRS
SW
TDY
ATO
CBOE
CHD
ON
TPL
HPQ
ES
CDW
JBL
CNP
CPAY
FE
CINF
PHM
STE
WDC
NVR
AMCR
EXPE
TROW
HUBB
DVN
RF
DLTR
LH
LII
ULTA
NTAP
WSM
DOW
PODD
LDOS
CMS
LYB
WAT
CFG
KEY
STLD
TPR
INVH
LUV
GPN
TSN
IFF
BIIB
EIX
DGX
MKC
CTRA
L
TRMB
WY
HAL
ZBH
GEN
NI
PKG
ESS
PFG
ERIE
FTV
FSLR
RL
PNR
MAA
GPC
FFIV
HRL
FDS
SNA
CNC
ZBRA
WST
J
BALL
EXPD
CF
DPZ
LNT
EVRG
DECK
CLX
APTV
BBY
BAX
JBHT
BG
COO
TXT
TER
BLDR
HOLX
ALGN
EG
AVY
KIM
OMC
MAS
TKO
IEX
UDR
BF.B
ARE
INCY
PAYC
JKHY
BEN
ALLE
MOH
SOLV
DOC
MRNA
NDSN
REG
CPT
FOX
MOS
FOXA
RVTY
CHRW
UHS
SWKS
POOL
WYNN
AKAM
SWK
HST
SJM
NWSA
BXP
VTRS
HAS
PNW
DVA
EPAM
MGM
KMX
LKQ
WBA
TAP
AOS
NCLH
HII
CAG
GL
AIZ
DAY
AES
HSIC
EMN
CPB
IPG
GNRC
PARA
ALB
TECH
MKTX
FRT
MTCH
CRL
IVZ
APA
LW
MHK
NWS
CZR
ENPH
JNPR
